int	int	DTItemNum	int	int	int	int	int	int	int	int	int	string
1006360	360	2:4479891	0	200	10	288	0	91	0	91	0	
1007001	1	2:260	1	0	0	3	2	0	2	0	0	
1007002	2	2:510	1	0	0	3	0	4	0	0	2	
1007003	3	2:760	1	0	0	3	2	0	2	0	0	
1007004	4	2:1010	1	0	0	3	0	5	0	0	2	
1007005	5	2:1270	1	0	0	6	2	0	2	0	0	
1007006	6	2:1520	1	0	0	6	0	5	0	0	2	
1007007	7	2:1770	1	0	0	6	3	0	3	0	0	
1007008	8	2:2020	1	0	0	6	0	6	0	0	3	
1007009	9	2:2280	1	0	0	6	3	0	3	0	0	
1007010	10	2:2530	1	150	10	9	0	7	0	0	3	
1007011	11	2:2780	1	0	0	9	3	0	3	0	0	
1007012	12	2:3030	1	0	0	9	0	8	0	0	4	
1007013	13	2:3290	1	0	0	9	4	0	4	0	0	
1007014	14	2:3540	1	0	0	9	0	8	0	0	4	
1007015	15	2:3790	1	0	0	12	4	0	4	0	0	
1007016	16	2:4040	1	0	0	12	0	9	0	0	4	
1007017	17	2:4300	1	0	0	12	5	0	5	0	0	
1007018	18	2:4550	1	0	0	12	0	10	0	0	5	
1007019	19	2:4800	1	0	0	12	5	0	5	0	0	
1007020	20	2:5050	1	150	10	15	0	11	0	0	5	
1007021	21	2:5310	1	0	0	15	5	0	5	0	0	
1007022	22	2:5560	1	0	0	15	0	11	0	0	5	
1007023	23	2:5810	1	0	0	15	6	0	6	0	0	
1007024	24	2:6060	1	0	0	15	0	12	0	0	6	
1007025	25	2:6310	1	0	0	18	6	0	6	0	0	
1007026	26	2:6570	1	0	0	18	0	13	0	0	6	
1007027	27	2:6820	1	0	0	18	6	0	6	0	0	
1007028	28	2:7070	1	0	0	18	0	14	0	0	7	
1007029	29	2:7320	1	0	0	18	7	0	7	0	0	
1007030	30	2:21982	1	150	10	21	0	14	0	0	7	
1007031	31	2:22707	1	0	0	21	7	0	7	0	0	
1007032	32	2:23432	1	0	0	21	0	15	0	0	7	
1007033	33	2:24157	1	0	0	21	7	0	7	0	0	
1007034	34	2:24911	1	0	0	21	0	16	0	0	8	
1007035	35	2:25636	1	0	0	24	8	0	8	0	0	
1007036	36	2:26361	1	0	0	24	0	17	0	0	8	
1007037	37	2:27086	1	0	0	24	8	0	8	0	0	
1007038	38	2:27840	1	0	0	24	0	17	0	0	8	
1007039	39	2:28565	1	0	0	24	9	0	9	0	0	
1007040	40	2:29290	1	150	10	27	0	18	0	0	9	
1007041	41	2:30015	1	0	0	27	9	0	9	0	0	
1007042	42	2:30769	1	0	0	27	0	19	0	0	9	
1007043	43	2:31494	1	0	0	27	9	0	9	0	0	
1007044	44	2:32219	1	0	0	27	0	20	0	0	10	
1007045	45	2:32944	1	0	0	30	10	0	10	0	0	
1007046	46	2:33698	1	0	0	30	0	20	0	0	10	
1007047	47	2:34423	1	0	0	30	10	0	10	0	0	
1007048	48	2:35148	1	0	0	30	0	21	0	0	10	
1007049	49	2:35873	1	0	0	30	10	0	10	0	0	
1007050	50	2:36598	1	150	10	33	0	22	0	0	11	
1007051	51	2:37352	1	0	0	33	11	0	11	0	0	
1007052	52	2:38077	1	0	0	33	0	22	0	0	11	
1007053	53	2:38802	1	0	0	33	11	0	11	0	0	
1007054	54	2:39527	1	0	0	33	0	23	0	0	11	
1007055	55	2:40281	1	0	0	36	12	0	12	0	0	
1007056	56	2:41006	1	0	0	36	0	24	0	0	12	
1007057	57	2:41731	1	0	0	36	12	0	12	0	0	
1007058	58	2:42456	1	0	0	36	0	25	0	0	12	
1007059	59	2:43210	1	0	0	36	12	0	12	0	0	
1007060	60	2:87870	1	150	10	39	0	25	0	0	12	
1007061	61	2:89320	1	0	0	39	13	0	13	0	0	
1007062	62	2:90770	1	0	0	39	0	26	0	0	13	
1007063	63	2:92278	1	0	0	39	13	0	13	0	0	
1007064	64	2:93728	1	0	0	39	0	27	0	0	13	
1007065	65	2:95178	1	0	0	42	13	0	13	0	0	
1007066	66	2:96628	1	0	0	42	0	28	0	0	14	
1007067	67	2:98136	1	0	0	42	14	0	14	0	0	
1007068	68	2:99586	1	0	0	42	0	28	0	0	14	
1007069	69	2:101036	1	0	0	42	14	0	14	0	0	
1007070	70	2:102486	1	150	10	45	0	29	0	0	14	
1007071	71	2:103994	0	0	0	45	15	0	15	0	0	
1007072	72	2:105444	0	0	0	45	0	30	0	0	15	
1007073	73	2:106894	0	0	0	45	15	0	15	0	0	
1007074	74	2:108344	0	0	0	45	0	31	0	0	15	
1007075	75	2:109794	0	0	0	48	15	0	15	0	0	
1007076	76	2:111302	0	0	0	48	0	31	0	0	15	
1007077	77	2:112752	0	0	0	48	16	0	16	0	0	
1007078	78	2:114202	0	0	0	48	0	32	0	0	16	
1007079	79	2:115652	0	0	0	48	16	0	16	0	0	
1007080	80	2:175740	0	150	10	51	0	33	0	0	16	
1007081	81	2:177915	0	0	0	51	16	0	16	0	0	
1007082	82	2:180090	0	0	0	51	0	34	0	0	17	
1007083	83	2:182265	0	0	0	51	17	0	17	0	0	
1007084	84	2:184527	0	0	0	51	0	34	0	0	17	
1007085	85	2:186702	0	0	0	54	17	0	17	0	0	
1007086	86	2:188877	0	0	0	54	0	35	0	0	17	
1007087	87	2:191052	0	0	0	54	17	0	17	0	0	
1007088	88	2:193314	0	0	0	54	0	36	0	0	18	
1007089	89	2:195489	0	0	0	54	18	0	18	0	0	
1007090	90	2:197664	0	150	10	57	0	37	0	0	18	
1007091	91	2:199839	0	0	0	57	18	0	18	0	0	
1007092	92	2:202101	0	0	0	57	0	37	0	0	18	
1007093	93	2:204276	0	0	0	57	19	0	19	0	0	
1007094	94	2:206451	0	0	0	57	0	38	0	0	19	
1007095	95	2:208626	0	0	0	60	19	0	19	0	0	
1007096	96	2:210888	0	0	0	60	0	39	0	0	19	
1007097	97	2:213063	0	0	0	60	19	0	19	0	0	
1007098	98	2:215238	0	0	0	60	0	40	0	0	20	
1007099	99	2:217413	0	0	0	60	20	0	20	0	0	
1007100	100	2:292784	0	150	10	63	0	40	0	0	20	
1007101	101	2:295800	0	0	0	63	20	0	20	0	0	
1007102	102	2:298700	0	0	0	63	0	41	0	0	20	
1007103	103	2:301600	0	0	0	63	20	0	20	0	0	
1007104	104	2:304500	0	0	0	63	0	42	0	0	21	
1007105	105	2:307516	0	0	0	66	21	0	21	0	0	
1007106	106	2:310416	0	0	0	66	0	42	0	0	21	
1007107	107	2:313316	0	0	0	66	21	0	21	0	0	
1007108	108	2:316216	0	0	0	66	0	43	0	0	21	
1007109	109	2:319232	0	0	0	66	22	0	22	0	0	
1007110	110	2:322132	0	150	10	69	0	44	0	0	22	
1007111	111	2:325032	0	0	0	69	22	0	22	0	0	
1007112	112	2:327932	0	0	0	69	0	45	0	0	22	
1007113	113	2:330948	0	0	0	69	22	0	22	0	0	
1007114	114	2:333848	0	0	0	69	0	45	0	0	22	
1007115	115	2:336748	0	0	0	72	23	0	23	0	0	
1007116	116	2:339648	0	0	0	72	0	46	0	0	23	
1007117	117	2:342664	0	0	0	72	23	0	23	0	0	
1007118	118	2:345564	0	0	0	72	0	47	0	0	23	
1007119	119	2:348464	0	0	0	72	23	0	23	0	0	
1007120	120	2:439205	0	150	10	75	0	48	0	0	24	
1007121	121	2:442975	0	0	0	75	24	0	24	0	0	
1007122	122	2:446600	0	0	0	75	0	48	0	0	24	
1007123	123	2:450225	0	0	0	75	24	0	24	0	0	
1007124	124	2:453850	0	0	0	75	0	49	0	0	24	
1007125	125	2:457475	0	0	0	78	25	0	25	0	0	
1007126	126	2:461245	0	0	0	78	0	50	0	0	25	
1007127	127	2:464870	0	0	0	78	25	0	25	0	0	
1007128	128	2:468495	0	0	0	78	0	51	0	0	25	
1007129	129	2:472120	0	0	0	78	25	0	25	0	0	
1007130	130	2:475890	0	150	10	81	0	51	0	0	25	
1007131	131	2:479515	0	0	0	81	26	0	26	0	0	
1007132	132	2:483140	0	0	0	81	0	52	0	0	26	
1007133	133	2:486765	0	0	0	81	26	0	26	0	0	
1007134	134	2:490535	0	0	0	81	0	53	0	0	26	
1007135	135	2:494160	0	0	0	84	26	0	26	0	0	
1007136	136	2:497785	0	0	0	84	0	54	0	0	27	
1007137	137	2:501410	0	0	0	84	27	0	27	0	0	
1007138	138	2:505180	0	0	0	84	0	54	0	0	27	
1007139	139	2:508805	0	0	0	84	27	0	27	0	0	
1007140	140	2:614916	0	150	10	87	0	55	0	0	27	
1007141	141	2:619266	0	0	0	87	27	0	27	0	0	
1007142	142	2:623790	0	0	0	87	0	56	0	0	28	
1007143	143	2:628140	0	0	0	87	28	0	28	0	0	
1007144	144	2:632490	0	0	0	87	0	57	0	0	28	
1007145	145	2:636840	0	0	0	90	28	0	28	0	0	
1007146	146	2:641364	0	0	0	90	0	57	0	0	28	
1007147	147	2:645714	0	0	0	90	29	0	29	0	0	
1007148	148	2:650064	0	0	0	90	0	58	0	0	29	
1007149	149	2:654414	0	0	0	90	29	0	29	0	0	
1007150	150	2:658764	0	150	10	93	0	59	0	0	29	
1007151	151	2:663288	0	0	0	93	29	0	29	0	0	
1007152	152	2:667638	0	0	0	93	0	60	0	0	30	
1007153	153	2:671988	0	0	0	93	30	0	30	0	0	
1007154	154	2:676338	0	0	0	93	0	60	0	0	30	
1007155	155	2:680862	0	0	0	96	30	0	30	0	0	
1007156	156	2:685212	0	0	0	96	0	61	0	0	30	
1007157	157	2:689562	0	0	0	96	30	0	30	0	0	
1007158	158	2:693912	0	0	0	96	0	62	0	0	31	
1007159	159	2:698436	0	0	0	96	31	0	31	0	0	
1007160	160	2:819917	0	150	10	99	0	62	0	0	31	
1007161	161	2:824992	0	0	0	99	31	0	31	0	0	
1007162	162	2:830067	0	0	0	99	0	63	0	0	31	
1007163	163	2:835345	0	0	0	99	32	0	32	0	0	
1007164	164	2:840420	0	0	0	99	0	64	0	0	32	
1007165	165	2:845495	0	0	0	102	32	0	32	0	0	
1007166	166	2:850570	0	0	0	102	0	65	0	0	32	
1007167	167	2:855848	0	0	0	102	32	0	32	0	0	
1007168	168	2:860923	0	0	0	102	0	65	0	0	32	
1007169	169	2:865998	0	0	0	102	33	0	33	0	0	
1007170	170	2:871073	0	150	10	105	0	66	0	0	33	
1007171	171	2:876351	0	0	0	105	33	0	33	0	0	
1007172	172	2:881426	0	0	0	105	0	67	0	0	33	
1007173	173	2:886501	0	0	0	105	33	0	33	0	0	
1007174	174	2:891576	0	0	0	105	0	68	0	0	34	
1007175	175	2:896651	0	0	0	108	34	0	34	0	0	
1007176	176	2:901929	0	0	0	108	0	68	0	0	34	
1007177	177	2:907004	0	0	0	108	34	0	34	0	0	
1007178	178	2:912079	0	0	0	108	0	69	0	0	34	
1007179	179	2:917154	0	0	0	108	35	0	35	0	0	
1007180	180	2:1054208	0	150	10	111	0	70	0	0	35	
1007181	181	2:1060008	0	0	0	111	35	0	35	0	0	
1007182	182	2:1065808	0	0	0	111	0	71	0	0	35	
1007183	183	2:1071608	0	0	0	111	35	0	35	0	0	
1007184	184	2:1077640	0	0	0	111	0	71	0	0	35	
1007185	185	2:1083440	0	0	0	114	36	0	36	0	0	
1007186	186	2:1089240	0	0	0	114	0	72	0	0	36	
1007187	187	2:1095040	0	0	0	114	36	0	36	0	0	
1007188	188	2:1101072	0	0	0	114	0	73	0	0	36	
1007189	189	2:1106872	0	0	0	114	36	0	36	0	0	
1007190	190	2:1112672	0	150	10	117	0	74	0	0	37	
1007191	191	2:1118472	0	0	0	117	37	0	37	0	0	
1007192	192	2:1124504	0	0	0	117	0	74	0	0	37	
1007193	193	2:1130304	0	0	0	117	37	0	37	0	0	
1007194	194	2:1136104	0	0	0	117	0	75	0	0	37	
1007195	195	2:1141904	0	0	0	120	37	0	37	0	0	
1007196	196	2:1147936	0	0	0	120	0	76	0	0	38	
1007197	197	2:1153736	0	0	0	120	38	0	38	0	0	
1007198	198	2:1159536	0	0	0	120	0	77	0	0	38	
1007199	199	2:1165336	0	0	0	120	38	0	38	0	0	
1007200	200	2:1317528	0	150	10	123	0	77	0	0	38	
1007201	201	2:1324314	0	0	0	123	39	0	39	0	0	
1007202	202	2:1330839	0	0	0	123	0	78	0	0	39	
1007203	203	2:1337364	0	0	0	123	39	0	39	0	0	
1007204	204	2:1343889	0	0	0	123	0	79	0	0	39	
1007205	205	2:1350675	0	0	0	126	39	0	39	0	0	
1007206	206	2:1357200	0	0	0	126	0	80	0	0	40	
1007207	207	2:1363725	0	0	0	126	40	0	40	0	0	
1007208	208	2:1370250	0	0	0	126	0	80	0	0	40	
1007209	209	2:1377036	0	0	0	126	40	0	40	0	0	
1007210	210	2:1383561	0	150	10	129	0	81	0	0	40	
1007211	211	2:1390086	0	0	0	129	40	0	40	0	0	
1007212	212	2:1396611	0	0	0	129	0	82	0	0	41	
1007213	213	2:1403397	0	0	0	129	41	0	41	0	0	
1007214	214	2:1409922	0	0	0	129	0	82	0	0	41	
1007215	215	2:1416447	0	0	0	132	41	0	41	0	0	
1007216	216	2:1422972	0	0	0	132	0	83	0	0	41	
1007217	217	2:1429758	0	0	0	132	42	0	42	0	0	
1007218	218	2:1436283	0	0	0	132	0	84	0	0	42	
1007219	219	2:1442808	0	0	0	132	42	0	42	0	0	
1007220	220	2:1610370	0	150	10	135	0	85	0	0	42	
1007221	221	2:1617910	0	0	0	135	42	0	42	0	0	
1007222	222	2:1625160	0	0	0	135	0	85	0	0	42	
1007223	223	2:1632410	0	0	0	135	43	0	43	0	0	
1007224	224	2:1639660	0	0	0	135	0	86	0	0	43	
1007225	225	2:1646910	0	0	0	138	43	0	43	0	0	
1007226	226	2:1654450	0	0	0	138	0	87	0	0	43	
1007227	227	2:1661700	0	0	0	138	43	0	43	0	0	
1007228	228	2:1668950	0	0	0	138	0	88	0	0	44	
1007229	229	2:1676200	0	0	0	138	44	0	44	0	0	
1007230	230	2:1683740	0	150	10	141	0	88	0	0	44	
1007231	231	2:1690990	0	0	0	141	44	0	44	0	0	
1007232	232	2:1698240	0	0	0	141	0	89	0	0	44	
1007233	233	2:1705490	0	0	0	141	45	0	45	0	0	
1007234	234	2:1713030	0	0	0	141	0	90	0	0	45	
1007235	235	2:1720280	0	0	0	144	45	0	45	0	0	
1007236	236	2:1727530	0	0	0	144	0	91	0	0	45	
1007237	237	2:1734780	0	0	0	144	45	0	45	0	0	
1007238	238	2:1742320	0	0	0	144	0	91	0	0	45	
1007239	239	2:1749570	0	0	0	144	46	0	46	0	0	
1007240	240	2:1932502	0	150	10	147	0	92	0	0	46	
1007241	241	2:1940477	0	0	0	147	46	0	46	0	0	
1007242	242	2:1948771	0	0	0	147	0	93	0	0	46	
1007243	243	2:1956746	0	0	0	147	46	0	46	0	0	
1007244	244	2:1964721	0	0	0	147	0	94	0	0	47	
1007245	245	2:1972696	0	0	0	150	47	0	47	0	0	
1007246	246	2:1980990	0	0	0	150	0	94	0	0	47	
1007247	247	2:1988965	0	0	0	150	47	0	47	0	0	
1007248	248	2:1996940	0	0	0	150	0	95	0	0	47	
1007249	249	2:2004915	0	0	0	150	47	0	47	0	0	
1007250	250	2:2012890	0	150	10	153	0	96	0	0	48	
1007251	251	2:2021184	0	0	0	153	48	0	48	0	0	
1007252	252	2:2029159	0	0	0	153	0	97	0	0	48	
1007253	253	2:2037134	0	0	0	153	48	0	48	0	0	
1007254	254	2:2045109	0	0	0	153	0	97	0	0	48	
1007255	255	2:2053403	0	0	0	156	49	0	49	0	0	
1007256	256	2:2061378	0	0	0	156	0	98	0	0	49	
1007257	257	2:2069353	0	0	0	156	49	0	49	0	0	
1007258	258	2:2077328	0	0	0	156	0	99	0	0	49	
1007259	259	2:2085622	0	0	0	156	49	0	49	0	0	
1007260	260	2:2283924	0	150	10	159	0	100	0	0	50	
1007261	261	2:2292624	0	0	0	159	50	0	50	0	0	
1007262	262	2:2301324	0	0	0	159	0	100	0	0	50	
1007263	263	2:2310372	0	0	0	159	50	0	50	0	0	
1007264	264	2:2319072	0	0	0	159	0	101	0	0	50	
1007265	265	2:2327772	0	0	0	162	50	0	50	0	0	
1007266	266	2:2336472	0	0	0	162	0	102	0	0	51	
1007267	267	2:2345520	0	0	0	162	51	0	51	0	0	
1007268	268	2:2354220	0	0	0	162	0	102	0	0	51	
1007269	269	2:2362920	0	0	0	162	51	0	51	0	0	
1007270	270	2:2371620	0	150	10	165	0	103	0	0	51	
1007271	271	2:2380668	0	0	0	165	52	0	52	0	0	
1007272	272	2:2389368	0	0	0	165	0	104	0	0	52	
1007273	273	2:2398068	0	0	0	165	52	0	52	0	0	
1007274	274	2:2406768	0	0	0	165	0	105	0	0	52	
1007275	275	2:2415468	0	0	0	168	52	0	52	0	0	
1007276	276	2:2424516	0	0	0	168	0	105	0	0	52	
1007277	277	2:2433216	0	0	0	168	53	0	53	0	0	
1007278	278	2:2441916	0	0	0	168	0	106	0	0	53	
1007279	279	2:2450616	0	0	0	168	53	0	53	0	0	
1007280	280	2:2664636	0	150	10	171	0	107	0	0	53	
1007281	281	2:2674061	0	0	0	171	53	0	53	0	0	
1007282	282	2:2683486	0	0	0	171	0	108	0	0	54	
1007283	283	2:2692911	0	0	0	171	54	0	54	0	0	
1007284	284	2:2702713	0	0	0	171	0	108	0	0	54	
1007285	285	2:2712138	0	0	0	174	54	0	54	0	0	
1007286	286	2:2721563	0	0	0	174	0	109	0	0	54	
1007287	287	2:2730988	0	0	0	174	55	0	55	0	0	
1007288	288	2:2740790	0	0	0	174	0	110	0	0	55	
1007289	289	2:2750215	0	0	0	174	55	0	55	0	0	
1007290	290	2:2759640	0	150	10	177	0	111	0	0	55	
1007291	291	2:2769065	0	0	0	177	55	0	55	0	0	
1007292	292	2:2778867	0	0	0	177	0	111	0	0	55	
1007293	293	2:2788292	0	0	0	177	56	0	56	0	0	
1007294	294	2:2797717	0	0	0	177	0	112	0	0	56	
1007295	295	2:2807142	0	0	0	180	56	0	56	0	0	
1007296	296	2:2816944	0	0	0	180	0	113	0	0	56	
1007297	297	2:2826369	0	0	0	180	56	0	56	0	0	
1007298	298	2:2835794	0	0	0	180	0	114	0	0	57	
1007299	299	2:2845219	0	0	0	180	57	0	57	0	0	
1007300	300	2:3074232	0	150	10	183	0	114	0	0	57	
1007301	301	2:3084788	0	0	0	183	57	0	57	0	0	
1007302	302	2:3094938	0	0	0	183	0	115	0	0	57	
1007303	303	2:3105088	0	0	0	183	57	0	57	0	0	
1007304	304	2:3115238	0	0	0	183	0	116	0	0	58	
1007305	305	2:3125794	0	0	0	186	58	0	58	0	0	
1007306	306	2:3135944	0	0	0	186	0	117	0	0	58	
1007307	307	2:3146094	0	0	0	186	58	0	58	0	0	
1007308	308	2:3156244	0	0	0	186	0	117	0	0	58	
1007309	309	2:3166800	0	0	0	186	59	0	59	0	0	
1007310	310	2:3176950	0	150	10	189	0	118	0	0	59	
1007311	311	2:3187100	0	0	0	189	59	0	59	0	0	
1007312	312	2:3197250	0	0	0	189	0	119	0	0	59	
1007313	313	2:3207806	0	0	0	189	59	0	59	0	0	
1007314	314	2:3217956	0	0	0	189	0	120	0	0	60	
1007315	315	2:3228106	0	0	0	192	60	0	60	0	0	
1007316	316	2:3238256	0	0	0	192	0	120	0	0	60	
1007317	317	2:3248812	0	0	0	192	60	0	60	0	0	
1007318	318	2:3258962	0	0	0	192	0	121	0	0	60	
1007319	319	2:3269112	0	0	0	192	60	0	60	0	0	
1007320	320	2:3513495	0	150	10	195	0	122	0	0	61	
1007321	321	2:3524805	0	0	0	195	61	0	61	0	0	
1007322	322	2:3535680	0	0	0	195	0	122	0	0	61	
1007323	323	2:3546555	0	0	0	195	61	0	61	0	0	
1007324	324	2:3557430	0	0	0	195	0	123	0	0	61	
1007325	325	2:3568305	0	0	0	198	62	0	62	0	0	
1007326	326	2:3579615	0	0	0	198	0	124	0	0	62	
1007327	327	2:3590490	0	0	0	198	62	0	62	0	0	
1007328	328	2:3601365	0	0	0	198	0	125	0	0	62	
1007329	329	2:3612240	0	0	0	198	62	0	62	0	0	
1007330	330	2:3623550	0	150	10	201	0	125	0	0	62	
1007331	331	2:3634425	0	0	0	201	63	0	63	0	0	
1007332	332	2:3645300	0	0	0	201	0	126	0	0	63	
1007333	333	2:3656175	0	0	0	201	63	0	63	0	0	
1007334	334	2:3667485	0	0	0	201	0	127	0	0	63	
1007335	335	2:3678360	0	0	0	204	63	0	63	0	0	
1007336	336	2:3689235	0	0	0	204	0	128	0	0	64	
1007337	337	2:3700110	0	0	0	204	64	0	64	0	0	
1007338	338	2:3711420	0	0	0	204	0	128	0	0	64	
1007339	339	2:3722295	0	0	0	204	64	0	64	0	0	
1007340	340	2:3982048	0	150	10	207	0	129	0	0	64	
1007341	341	2:3993648	0	0	0	207	65	0	65	0	0	
1007342	342	2:4005712	0	0	0	207	0	130	0	0	65	
1007343	343	2:4017312	0	0	0	207	65	0	65	0	0	
1007344	344	2:4028912	0	0	0	207	0	131	0	0	65	
1007345	345	2:4040512	0	0	0	210	65	0	65	0	0	
1007346	346	2:4052576	0	0	0	210	0	131	0	0	65	
1007347	347	2:4064176	0	0	0	210	66	0	66	0	0	
1007348	348	2:4075776	0	0	0	210	0	132	0	0	66	
1007349	349	2:4087376	0	0	0	210	66	0	66	0	0	
1007350	350	2:4098976	0	150	10	213	0	133	0	0	66	
1007351	351	2:4111040	0	0	0	213	66	0	66	0	0	
1007352	352	2:4122640	0	0	0	213	0	134	0	0	67	
1007353	353	2:4134240	0	0	0	213	67	0	67	0	0	
1007354	354	2:4145840	0	0	0	213	0	134	0	0	67	
1007355	355	2:4157904	0	0	0	216	67	0	67	0	0	
1007356	356	2:4169504	0	0	0	216	0	135	0	0	67	
1007357	357	2:4181104	0	0	0	216	67	0	67	0	0	
1007358	358	2:4192704	0	0	0	216	0	136	0	0	68	
1007359	359	2:4204768	0	0	0	216	68	0	68	0	0	
1007360	360	2:4479891	0	150	10	216	0	136	0	0	68	
1008001	1	2:260	1	0	0	3	4	0	2	0	0	
1008002	2	2:510	1	0	0	3	0	2	0	2	0	
1008003	3	2:760	1	0	0	3	4	0	2	0	0	
1008004	4	2:1010	1	0	0	3	0	2	0	2	0	
1008005	5	2:1270	1	0	0	6	5	0	2	0	0	
1008006	6	2:1520	1	0	0	6	0	2	0	2	0	
1008007	7	2:1770	1	0	0	6	6	0	3	0	0	
1008008	8	2:2020	1	0	0	6	0	3	0	3	0	
1008009	9	2:2280	1	0	0	6	7	0	3	0	0	
1008010	10	2:2530	1	150	10	9	0	3	0	3	0	
1008011	11	2:2780	1	0	0	9	7	0	3	0	0	
1008012	12	2:3030	1	0	0	9	0	4	0	4	0	
1008013	13	2:3290	1	0	0	9	8	0	4	0	0	
1008014	14	2:3540	1	0	0	9	0	4	0	4	0	
1008015	15	2:3790	1	0	0	12	9	0	4	0	0	
1008016	16	2:4040	1	0	0	12	0	4	0	4	0	
1008017	17	2:4300	1	0	0	12	10	0	5	0	0	
1008018	18	2:4550	1	0	0	12	0	5	0	5	0	
1008019	19	2:4800	1	0	0	12	10	0	5	0	0	
1008020	20	2:5050	1	150	10	15	0	5	0	5	0	
1008021	21	2:5310	1	0	0	15	11	0	5	0	0	
1008022	22	2:5560	1	0	0	15	0	5	0	5	0	
1008023	23	2:5810	1	0	0	15	12	0	6	0	0	
1008024	24	2:6060	1	0	0	15	0	6	0	6	0	
1008025	25	2:6310	1	0	0	18	12	0	6	0	0	
1008026	26	2:6570	1	0	0	18	0	6	0	6	0	
1008027	27	2:6820	1	0	0	18	13	0	6	0	0	
1008028	28	2:7070	1	0	0	18	0	7	0	7	0	
1008029	29	2:7320	1	0	0	18	14	0	7	0	0	
1008030	30	2:21982	1	150	10	21	0	7	0	7	0	
1008031	31	2:22707	1	0	0	21	15	0	7	0	0	
1008032	32	2:23432	1	0	0	21	0	7	0	7	0	
1008033	33	2:24157	1	0	0	21	15	0	7	0	0	
1008034	34	2:24911	1	0	0	21	0	8	0	8	0	
1008035	35	2:25636	1	0	0	24	16	0	8	0	0	
1008036	36	2:26361	1	0	0	24	0	8	0	8	0	
1008037	37	2:27086	1	0	0	24	17	0	8	0	0	
1008038	38	2:27840	1	0	0	24	0	8	0	8	0	
1008039	39	2:28565	1	0	0	24	18	0	9	0	0	
1008040	40	2:29290	1	150	10	27	0	9	0	9	0	
1008041	41	2:30015	1	0	0	27	18	0	9	0	0	
1008042	42	2:30769	1	0	0	27	0	9	0	9	0	
1008043	43	2:31494	1	0	0	27	19	0	9	0	0	
1008044	44	2:32219	1	0	0	27	0	10	0	10	0	
1008045	45	2:32944	1	0	0	30	20	0	10	0	0	
1008046	46	2:33698	1	0	0	30	0	10	0	10	0	
1008047	47	2:34423	1	0	0	30	21	0	10	0	0	
1008048	48	2:35148	1	0	0	30	0	10	0	10	0	
1008049	49	2:35873	1	0	0	30	21	0	10	0	0	
1008050	50	2:36598	1	150	10	33	0	11	0	11	0	
1008051	51	2:37352	1	0	0	33	22	0	11	0	0	
1008052	52	2:38077	1	0	0	33	0	11	0	11	0	
1008053	53	2:38802	1	0	0	33	23	0	11	0	0	
1008054	54	2:39527	1	0	0	33	0	11	0	11	0	
1008055	55	2:40281	1	0	0	36	24	0	12	0	0	
1008056	56	2:41006	1	0	0	36	0	12	0	12	0	
1008057	57	2:41731	1	0	0	36	24	0	12	0	0	
1008058	58	2:42456	1	0	0	36	0	12	0	12	0	
1008059	59	2:43210	1	0	0	36	25	0	12	0	0	
1008060	60	2:87870	1	150	10	39	0	12	0	12	0	
1008061	61	2:89320	1	0	0	39	26	0	13	0	0	
1008062	62	2:90770	1	0	0	39	0	13	0	13	0	
1008063	63	2:92278	1	0	0	39	27	0	13	0	0	
1008064	64	2:93728	1	0	0	39	0	13	0	13	0	
1008065	65	2:95178	1	0	0	42	27	0	13	0	0	
1008066	66	2:96628	1	0	0	42	0	14	0	14	0	
1008067	67	2:98136	1	0	0	42	28	0	14	0	0	
1008068	68	2:99586	1	0	0	42	0	14	0	14	0	
1008069	69	2:101036	1	0	0	42	29	0	14	0	0	
1008070	70	2:102486	1	150	10	45	0	14	0	14	0	
1008071	71	2:103994	0	0	0	45	30	0	15	0	0	
1008072	72	2:105444	0	0	0	45	0	15	0	15	0	
1008073	73	2:106894	0	0	0	45	30	0	15	0	0	
1008074	74	2:108344	0	0	0	45	0	15	0	15	0	
1008075	75	2:109794	0	0	0	48	31	0	15	0	0	
1008076	76	2:111302	0	0	0	48	0	15	0	15	0	
1008077	77	2:112752	0	0	0	48	32	0	16	0	0	
1008078	78	2:114202	0	0	0	48	0	16	0	16	0	
1008079	79	2:115652	0	0	0	48	32	0	16	0	0	
1008080	80	2:175740	0	150	10	51	0	16	0	16	0	
1008081	81	2:177915	0	0	0	51	33	0	16	0	0	
1008082	82	2:180090	0	0	0	51	0	17	0	17	0	
1008083	83	2:182265	0	0	0	51	34	0	17	0	0	
1008084	84	2:184527	0	0	0	51	0	17	0	17	0	
1008085	85	2:186702	0	0	0	54	35	0	17	0	0	
1008086	86	2:188877	0	0	0	54	0	17	0	17	0	
1008087	87	2:191052	0	0	0	54	35	0	17	0	0	
1008088	88	2:193314	0	0	0	54	0	18	0	18	0	
1008089	89	2:195489	0	0	0	54	36	0	18	0	0	
1008090	90	2:197664	0	150	10	57	0	18	0	18	0	
1008091	91	2:199839	0	0	0	57	37	0	18	0	0	
1008092	92	2:202101	0	0	0	57	0	18	0	18	0	
1008093	93	2:204276	0	0	0	57	38	0	19	0	0	
1008094	94	2:206451	0	0	0	57	0	19	0	19	0	
1008095	95	2:208626	0	0	0	60	38	0	19	0	0	
1008096	96	2:210888	0	0	0	60	0	19	0	19	0	
1008097	97	2:213063	0	0	0	60	39	0	19	0	0	
1008098	98	2:215238	0	0	0	60	0	20	0	20	0	
