int	int	int	int	int	int	int	int	string
100304069	4	69	6207	55	2675	1602	15	
100304070	4	70	6207	55	2675	1602	15	
100304071	4	71	6207	55	2675	1602	15	
100304072	4	72	6207	55	2675	1602	15	
100304073	4	73	6207	55	2675	1602	15	
100304074	4	74	6207	55	2675	1602	15	
100304075	4	75	6207	55	2675	1602	15	
100304076	4	76	6207	55	2675	1602	15	
100304077	4	77	6207	55	2675	1602	15	
100304078	4	78	6207	55	2675	1602	15	
100304079	4	79	6207	55	2675	1602	15	
100304080	4	80	6207	55	2675	1602	15	
100304081	4	81	6207	55	2675	1602	15	
100304082	4	82	6207	55	2675	1602	15	
100304083	4	83	6207	55	2675	1602	15	
100304084	4	84	6207	55	2675	1602	15	
100304085	4	85	6207	55	2675	1602	15	
100304086	4	86	6207	55	2675	1602	15	
100304087	4	87	6207	55	2675	1602	15	
100304088	4	88	6207	55	2675	1602	15	
100304089	4	89	6207	55	2675	1602	15	
100304090	4	90	6207	55	2675	1602	15	
100304091	4	91	6207	60	2675	1602	15	
100304092	4	92	6207	60	2675	1602	15	
100304093	4	93	6207	60	2675	1602	15	
100304094	4	94	6207	60	2675	1602	15	
100304095	4	95	6207	60	2675	1602	15	
100304096	4	96	6207	60	2675	1602	15	
100304097	4	97	6207	60	2675	1602	15	
100304098	4	98	6207	60	2675	1602	15	
100304099	4	99	6207	60	2675	1602	15	
100304100	4	100	6207	60	2675	1602	15	
100304101	4	101	6307	70	4175	1602	15	
100304102	4	102	6307	70	4175	1602	15	
100304103	4	103	6307	70	4175	1602	15	
100304104	4	104	6307	70	4175	1602	15	
100304105	4	105	6307	70	4175	1602	15	
100304106	4	106	6307	75	4175	1602	15	
100304107	4	107	6307	75	4175	1602	15	
100304108	4	108	6307	75	4175	1602	15	
100304109	4	109	6307	75	4175	1602	15	
100304110	4	110	6307	75	4175	1602	15	
100304111	4	111	6307	85	4175	1602	15	
100304112	4	112	6307	85	4175	1602	15	
100304113	4	113	6307	85	4175	1602	15	
100304114	4	114	6307	85	4175	1602	15	
100304115	4	115	6307	85	4175	1602	15	
100304116	4	116	6307	85	4175	1602	15	
100304117	4	117	6307	85	4175	1602	15	
100304118	4	118	6307	85	4175	1602	15	
100304119	4	119	6307	85	4175	1602	15	
100304120	4	120	6307	85	4175	1602	15	
100304121	4	121	6307	85	4175	1602	15	
100304122	4	122	6307	85	4175	1602	15	
100304123	4	123	6307	85	4175	1602	15	
100304124	4	124	6307	85	4175	1602	15	
100304125	4	125	6307	85	4175	1602	15	
100304126	4	126	6307	85	4175	1602	15	
100304127	4	127	6307	85	4175	1602	15	
100304128	4	128	6307	85	4175	1602	15	
100304129	4	129	6307	85	4175	1602	15	
100304130	4	130	6307	85	4175	1602	15	
100304131	4	131	6307	85	4175	1602	15	
100304132	4	132	6307	85	4175	1602	15	
100304133	4	133	6307	85	4175	1602	15	
100304134	4	134	6307	85	4175	1602	15	
100304135	4	135	6307	85	4175	1602	15	
100304136	4	136	6307	85	4175	1602	15	
100304137	4	137	6307	85	4175	1602	15	
100304138	4	138	6307	85	4175	1602	15	
100304139	4	139	6307	85	4175	1602	15	
100304140	4	140	6307	85	4175	1602	15	
100304141	4	141	6307	90	4175	1602	15	
100304142	4	142	6307	90	4175	1602	15	
100304143	4	143	6307	90	4175	1602	15	
100304144	4	144	6307	90	4175	1602	15	
100304145	4	145	6307	90	4175	1602	15	
100304146	4	146	6307	90	4175	1602	15	
100304147	4	147	6307	90	4175	1602	15	
100304148	4	148	6307	90	4175	1602	15	
100304149	4	149	6307	90	4175	1602	15	
100304150	4	150	6307	90	4175	1602	15	
100401001	1	1	6105	10	990	1602	10	
100401002	1	2	6105	10	990	1602	10	
100401003	1	3	6105	10	990	1602	10	
100401004	1	4	6105	10	990	1602	10	
100401005	1	5	6105	10	990	1602	10	
100401006	1	6	6105	12	990	1602	10	
100401007	1	7	6105	12	990	1602	10	
100401008	1	8	6105	12	990	1602	10	
100401009	1	9	6105	12	990	1602	10	
100401010	1	10	6105	12	990	1602	10	
100401011	1	11	6105	18	990	1602	10	
100401012	1	12	6105	18	990	1602	10	
100401013	1	13	6105	18	990	1602	10	
100401014	1	14	6105	18	990	1602	10	
100401015	1	15	6105	18	990	1602	10	
100401016	1	16	6105	18	990	1602	10	
100401017	1	17	6105	18	990	1602	10	
100401018	1	18	6105	18	990	1602	10	
100401019	1	19	6105	18	990	1602	10	
100401020	1	20	6105	18	990	1602	10	
100401021	1	21	6105	18	990	1602	10	
100401022	1	22	6105	18	990	1602	10	
100401023	1	23	6105	18	990	1602	10	
100401024	1	24	6105	18	990	1602	10	
100401025	1	25	6105	18	990	1602	10	
100401026	1	26	6105	18	990	1602	10	
100401027	1	27	6105	18	990	1602	10	
100401028	1	28	6105	18	990	1602	10	
100401029	1	29	6105	18	990	1602	10	
100401030	1	30	6105	18	990	1602	10	
100401031	1	31	6105	24	990	1602	10	
100401032	1	32	6105	24	990	1602	10	
100401033	1	33	6105	24	990	1602	10	
100401034	1	34	6105	24	990	1602	10	
100401035	1	35	6105	24	990	1602	10	
100401036	1	36	6105	24	990	1602	10	
100401037	1	37	6105	24	990	1602	10	
100401038	1	38	6105	24	990	1602	10	
100401039	1	39	6105	24	990	1602	10	
100401040	1	40	6105	24	990	1602	10	
100401041	1	41	6105	28	990	1602	10	
100401042	1	42	6105	28	990	1602	10	
100401043	1	43	6105	28	990	1602	10	
100401044	1	44	6105	28	990	1602	10	
100401045	1	45	6105	28	990	1602	10	
100401046	1	46	6105	28	990	1602	10	
100401047	1	47	6105	28	990	1602	10	
100401048	1	48	6105	28	990	1602	10	
100401049	1	49	6105	28	990	1602	10	
100401050	1	50	6105	28	990	1602	10	
100401051	1	51	6205	35	2230	1602	10	
100401052	1	52	6205	35	2230	1602	10	
100401053	1	53	6205	35	2230	1602	10	
100401054	1	54	6205	35	2230	1602	10	
100401055	1	55	6205	35	2230	1602	10	
100401056	1	56	6205	35	2230	1602	10	
100401057	1	57	6205	35	2230	1602	10	
100401058	1	58	6205	35	2230	1602	10	
100401059	1	59	6205	35	2230	1602	10	
100401060	1	60	6205	35	2230	1602	10	
100401061	1	61	6205	42	2230	1602	10	
100401062	1	62	6205	42	2230	1602	10	
100401063	1	63	6205	42	2230	1602	10	
100401064	1	64	6205	42	2230	1602	10	
100401065	1	65	6205	42	2230	1602	10	
100401066	1	66	6205	42	2230	1602	10	
100401067	1	67	6205	42	2230	1602	10	
100401068	1	68	6205	42	2230	1602	10	
100401069	1	69	6205	42	2230	1602	10	
100401070	1	70	6205	42	2230	1602	10	
100401071	1	71	6205	42	2230	1602	10	
100401072	1	72	6205	42	2230	1602	10	
100401073	1	73	6205	42	2230	1602	10	
100401074	1	74	6205	42	2230	1602	10	
100401075	1	75	6205	42	2230	1602	10	
100401076	1	76	6205	42	2230	1602	10	
100401077	1	77	6205	42	2230	1602	10	
100401078	1	78	6205	42	2230	1602	10	
100401079	1	79	6205	42	2230	1602	10	
100401080	1	80	6205	42	2230	1602	10	
100401081	1	81	6205	50	2230	1602	10	
100401082	1	82	6205	50	2230	1602	10	
100401083	1	83	6205	50	2230	1602	10	
100401084	1	84	6205	50	2230	1602	10	
100401085	1	85	6205	50	2230	1602	10	
100401086	1	86	6205	50	2230	1602	10	
100401087	1	87	6205	50	2230	1602	10	
100401088	1	88	6205	50	2230	1602	10	
100401089	1	89	6205	50	2230	1602	10	
100401090	1	90	6205	50	2230	1602	10	
100401091	1	91	6205	54	2230	1602	10	
100401092	1	92	6205	54	2230	1602	10	
100401093	1	93	6205	54	2230	1602	10	
100401094	1	94	6205	54	2230	1602	10	
100401095	1	95	6205	54	2230	1602	10	
100401096	1	96	6205	54	2230	1602	10	
100401097	1	97	6205	54	2230	1602	10	
100401098	1	98	6205	54	2230	1602	10	
100401099	1	99	6205	54	2230	1602	10	
100401100	1	100	6205	54	2230	1602	10	
100401101	1	101	6305	60	3480	1602	10	
100401102	1	102	6305	60	3480	1602	10	
100401103	1	103	6305	60	3480	1602	10	
100401104	1	104	6305	60	3480	1602	10	
100401105	1	105	6305	60	3480	1602	10	
100401106	1	106	6305	60	3480	1602	10	
100401107	1	107	6305	60	3480	1602	10	
100401108	1	108	6305	60	3480	1602	10	
100401109	1	109	6305	60	3480	1602	10	
100401110	1	110	6305	60	3480	1602	10	
100401111	1	111	6305	67	3480	1602	10	
100401112	1	112	6305	67	3480	1602	10	
100401113	1	113	6305	67	3480	1602	10	
100401114	1	114	6305	67	3480	1602	10	
100401115	1	115	6305	67	3480	1602	10	
100401116	1	116	6305	67	3480	1602	10	
100401117	1	117	6305	67	3480	1602	10	
100401118	1	118	6305	67	3480	1602	10	
100401119	1	119	6305	67	3480	1602	10	
100401120	1	120	6305	67	3480	1602	10	
100401121	1	121	6305	67	3480	1602	10	
100401122	1	122	6305	67	3480	1602	10	
100401123	1	123	6305	67	3480	1602	10	
100401124	1	124	6305	67	3480	1602	10	
100401125	1	125	6305	67	3480	1602	10	
100401126	1	126	6305	67	3480	1602	10	
100401127	1	127	6305	67	3480	1602	10	
100401128	1	128	6305	67	3480	1602	10	
100401129	1	129	6305	67	3480	1602	10	
100401130	1	130	6305	67	3480	1602	10	
100401131	1	131	6305	75	3480	1602	10	
100401132	1	132	6305	75	3480	1602	10	
100401133	1	133	6305	75	3480	1602	10	
100401134	1	134	6305	75	3480	1602	10	
100401135	1	135	6305	75	3480	1602	10	
100401136	1	136	6305	75	3480	1602	10	
100401137	1	137	6305	75	3480	1602	10	
100401138	1	138	6305	75	3480	1602	10	
100401139	1	139	6305	75	3480	1602	10	
100401140	1	140	6305	75	3480	1602	10	
100401141	1	141	6305	79	3480	1602	10	
100401142	1	142	6305	79	3480	1602	10	
100401143	1	143	6305	79	3480	1602	10	
100401144	1	144	6305	79	3480	1602	10	
100401145	1	145	6305	79	3480	1602	10	
100401146	1	146	6305	79	3480	1602	10	
100401147	1	147	6305	79	3480	1602	10	
100401148	1	148	6305	79	3480	1602	10	
100401149	1	149	6305	79	3480	1602	10	
100401150	1	150	6305	79	3480	1602	10	
100402001	2	1	6109	10	990	1601	10	
100402002	2	2	6109	10	990	1601	10	
100402003	2	3	6109	10	990	1601	10	
100402004	2	4	6109	10	990	1601	10	
100402005	2	5	6109	10	990	1601	10	
100402006	2	6	6109	12	990	1601	10	
100402007	2	7	6109	12	990	1601	10	
100402008	2	8	6109	12	990	1601	10	
100402009	2	9	6109	12	990	1601	10	
100402010	2	10	6109	12	990	1601	10	
100402011	2	11	6109	18	990	1601	10	
100402012	2	12	6109	18	990	1601	10	
100402013	2	13	6109	18	990	1601	10	
100402014	2	14	6109	18	990	1601	10	
100402015	2	15	6109	18	990	1601	10	
100402016	2	16	6109	18	990	1601	10	
100402017	2	17	6109	18	990	1601	10	
100402018	2	18	6109	18	990	1601	10	
100402019	2	19	6109	18	990	1601	10	
100402020	2	20	6109	18	990	1601	10	
100402021	2	21	6109	18	990	1601	10	
100402022	2	22	6109	18	990	1601	10	
100402023	2	23	6109	18	990	1601	10	
100402024	2	24	6109	18	990	1601	10	
100402025	2	25	6109	18	990	1601	10	
100402026	2	26	6109	18	990	1601	10	
100402027	2	27	6109	18	990	1601	10	
100402028	2	28	6109	18	990	1601	10	
100402029	2	29	6109	18	990	1601	10	
100402030	2	30	6109	18	990	1601	10	
100402031	2	31	6109	24	990	1601	10	
100402032	2	32	6109	24	990	1601	10	
100402033	2	33	6109	24	990	1601	10	
100402034	2	34	6109	24	990	1601	10	
100402035	2	35	6109	24	990	1601	10	
100402036	2	36	6109	24	990	1601	10	
100402037	2	37	6109	24	990	1601	10	
100402038	2	38	6109	24	990	1601	10	
100402039	2	39	6109	24	990	1601	10	
100402040	2	40	6109	24	990	1601	10	
100402041	2	41	6109	28	990	1601	10	
100402042	2	42	6109	28	990	1601	10	
100402043	2	43	6109	28	990	1601	10	
100402044	2	44	6109	28	990	1601	10	
100402045	2	45	6109	28	990	1601	10	
100402046	2	46	6109	28	990	1601	10	
100402047	2	47	6109	28	990	1601	10	
100402048	2	48	6109	28	990	1601	10	
100402049	2	49	6109	28	990	1601	10	
100402050	2	50	6109	28	990	1601	10	
100402051	2	51	6209	35	2230	1601	10	
100402052	2	52	6209	35	2230	1601	10	
100402053	2	53	6209	35	2230	1601	10	
100402054	2	54	6209	35	2230	1601	10	
100402055	2	55	6209	35	2230	1601	10	
100402056	2	56	6209	35	2230	1601	10	
100402057	2	57	6209	35	2230	1601	10	
100402058	2	58	6209	35	2230	1601	10	
100402059	2	59	6209	35	2230	1601	10	
100402060	2	60	6209	35	2230	1601	10	
100402061	2	61	6209	42	2230	1601	10	
100402062	2	62	6209	42	2230	1601	10	
100402063	2	63	6209	42	2230	1601	10	
100402064	2	64	6209	42	2230	1601	10	
100402065	2	65	6209	42	2230	1601	10	
100402066	2	66	6209	42	2230	1601	10	
100402067	2	67	6209	42	2230	1601	10	
100402068	2	68	6209	42	2230	1601	10	
100402069	2	69	6209	42	2230	1601	10	
100402070	2	70	6209	42	2230	1601	10	
100402071	2	71	6209	42	2230	1601	10	
100402072	2	72	6209	42	2230	1601	10	
100402073	2	73	6209	42	2230	1601	10	
100402074	2	74	6209	42	2230	1601	10	
100402075	2	75	6209	42	2230	1601	10	
100402076	2	76	6209	42	2230	1601	10	
100402077	2	77	6209	42	2230	1601	10	
100402078	2	78	6209	42	2230	1601	10	
100402079	2	79	6209	42	2230	1601	10	
100402080	2	80	6209	42	2230	1601	10	
100402081	2	81	6209	50	2230	1601	10	
100402082	2	82	6209	50	2230	1601	10	
100402083	2	83	6209	50	2230	1601	10	
100402084	2	84	6209	50	2230	1601	10	
100402085	2	85	6209	50	2230	1601	10	
100402086	2	86	6209	50	2230	1601	10	
100402087	2	87	6209	50	2230	1601	10	
100402088	2	88	6209	50	2230	1601	10	
100402089	2	89	6209	50	2230	1601	10	
100402090	2	90	6209	50	2230	1601	10	
100402091	2	91	6209	54	2230	1601	10	
100402092	2	92	6209	54	2230	1601	10	
100402093	2	93	6209	54	2230	1601	10	
100402094	2	94	6209	54	2230	1601	10	
100402095	2	95	6209	54	2230	1601	10	
100402096	2	96	6209	54	2230	1601	10	
100402097	2	97	6209	54	2230	1601	10	
100402098	2	98	6209	54	2230	1601	10	
100402099	2	99	6209	54	2230	1601	10	
100402100	2	100	6209	54	2230	1601	10	
100402101	2	101	6309	60	3480	1601	10	
100402102	2	102	6309	60	3480	1601	10	
100402103	2	103	6309	60	3480	1601	10	
100402104	2	104	6309	60	3480	1601	10	
100402105	2	105	6309	60	3480	1601	10	
100402106	2	106	6309	60	3480	1601	10	
100402107	2	107	6309	60	3480	1601	10	
100402108	2	108	6309	60	3480	1601	10	
100402109	2	109	6309	60	3480	1601	10	
100402110	2	110	6309	60	3480	1601	10	
100402111	2	111	6309	67	3480	1601	10	
100402112	2	112	6309	67	3480	1601	10	
100402113	2	113	6309	67	3480	1601	10	
100402114	2	114	6309	67	3480	1601	10	
100402115	2	115	6309	67	3480	1601	10	
100402116	2	116	6309	67	3480	1601	10	
100402117	2	117	6309	67	3480	1601	10	
100402118	2	118	6309	67	3480	1601	10	
100402119	2	119	6309	67	3480	1601	10	
100402120	2	120	6309	67	3480	1601	10	
100402121	2	121	6309	67	3480	1601	10	
100402122	2	122	6309	67	3480	1601	10	
100402123	2	123	6309	67	3480	1601	10	
100402124	2	124	6309	67	3480	1601	10	
100402125	2	125	6309	67	3480	1601	10	
100402126	2	126	6309	67	3480	1601	10	
100402127	2	127	6309	67	3480	1601	10	
100402128	2	128	6309	67	3480	1601	10	
100402129	2	129	6309	67	3480	1601	10	
100402130	2	130	6309	67	3480	1601	10	
100402131	2	131	6309	75	3480	1601	10	
100402132	2	132	6309	75	3480	1601	10	
100402133	2	133	6309	75	3480	1601	10	
100402134	2	134	6309	75	3480	1601	10	
100402135	2	135	6309	75	3480	1601	10	
100402136	2	136	6309	75	3480	1601	10	
100402137	2	137	6309	75	3480	1601	10	
100402138	2	138	6309	75	3480	1601	10	
100402139	2	139	6309	75	3480	1601	10	
100402140	2	140	6309	75	3480	1601	10	
100402141	2	141	6309	79	3480	1601	10	
100402142	2	142	6309	79	3480	1601	10	
100402143	2	143	6309	79	3480	1601	10	
100402144	2	144	6309	79	3480	1601	10	
100402145	2	145	6309	79	3480	1601	10	
100402146	2	146	6309	79	3480	1601	10	
100402147	2	147	6309	79	3480	1601	10	
100402148	2	148	6309	79	3480	1601	10	
100402149	2	149	6309	79	3480	1601	10	
100402150	2	150	6309	79	3480	1601	10	
100403001	3	1	6106	10	990	1601	10	
100403002	3	2	6106	10	990	1601	10	
100403003	3	3	6106	10	990	1601	10	
100403004	3	4	6106	10	990	1601	10	
100403005	3	5	6106	10	990	1601	10	
100403006	3	6	6106	12	990	1601	10	
100403007	3	7	6106	12	990	1601	10	
100403008	3	8	6106	12	990	1601	10	
100403009	3	9	6106	12	990	1601	10	
100403010	3	10	6106	12	990	1601	10	
100403011	3	11	6106	18	990	1601	10	
100403012	3	12	6106	18	990	1601	10	
100403013	3	13	6106	18	990	1601	10	
100403014	3	14	6106	18	990	1601	10	
100403015	3	15	6106	18	990	1601	10	
100403016	3	16	6106	18	990	1601	10	
100403017	3	17	6106	18	990	1601	10	
100403018	3	18	6106	18	990	1601	10	
100403019	3	19	6106	18	990	1601	10	
100403020	3	20	6106	18	990	1601	10	
100403021	3	21	6106	18	990	1601	10	
100403022	3	22	6106	18	990	1601	10	
100403023	3	23	6106	18	990	1601	10	
100403024	3	24	6106	18	990	1601	10	
100403025	3	25	6106	18	990	1601	10	
100403026	3	26	6106	18	990	1601	10	
100403027	3	27	6106	18	990	1601	10	
100403028	3	28	6106	18	990	1601	10	
100403029	3	29	6106	18	990	1601	10	
100403030	3	30	6106	18	990	1601	10	
100403031	3	31	6106	24	990	1601	10	
100403032	3	32	6106	24	990	1601	10	
100403033	3	33	6106	24	990	1601	10	
100403034	3	34	6106	24	990	1601	10	
100403035	3	35	6106	24	990	1601	10	
100403036	3	36	6106	24	990	1601	10	
100403037	3	37	6106	24	990	1601	10	
100403038	3	38	6106	24	990	1601	10	
100403039	3	39	6106	24	990	1601	10	
100403040	3	40	6106	24	990	1601	10	
100403041	3	41	6106	28	990	1601	10	
100403042	3	42	6106	28	990	1601	10	
100403043	3	43	6106	28	990	1601	10	
100403044	3	44	6106	28	990	1601	10	
100403045	3	45	6106	28	990	1601	10	
100403046	3	46	6106	28	990	1601	10	
100403047	3	47	6106	28	990	1601	10	
100403048	3	48	6106	28	990	1601	10	
100403049	3	49	6106	28	990	1601	10	
100403050	3	50	6106	28	990	1601	10	
100403051	3	51	6206	35	2230	1601	10	
100403052	3	52	6206	35	2230	1601	10	
100403053	3	53	6206	35	2230	1601	10	
100403054	3	54	6206	35	2230	1601	10	
100403055	3	55	6206	35	2230	1601	10	
100403056	3	56	6206	35	2230	1601	10	
100403057	3	57	6206	35	2230	1601	10	
100403058	3	58	6206	35	2230	1601	10	
100403059	3	59	6206	35	2230	1601	10	
100403060	3	60	6206	35	2230	1601	10	
100403061	3	61	6206	42	2230	1601	10	
100403062	3	62	6206	42	2230	1601	10	
100403063	3	63	6206	42	2230	1601	10	
100403064	3	64	6206	42	2230	1601	10	
100403065	3	65	6206	42	2230	1601	10	
100403066	3	66	6206	42	2230	1601	10	
100403067	3	67	6206	42	2230	1601	10	
100403068	3	68	6206	42	2230	1601	10	
100403069	3	69	6206	42	2230	1601	10	
100403070	3	70	6206	42	2230	1601	10	
100403071	3	71	6206	42	2230	1601	10	
100403072	3	72	6206	42	2230	1601	10	
100403073	3	73	6206	42	2230	1601	10	
100403074	3	74	6206	42	2230	1601	10	
100403075	3	75	6206	42	2230	1601	10	
100403076	3	76	6206	42	2230	1601	10	
100403077	3	77	6206	42	2230	1601	10	
100403078	3	78	6206	42	2230	1601	10	
100403079	3	79	6206	42	2230	1601	10	
100403080	3	80	6206	42	2230	1601	10	
100403081	3	81	6206	50	2230	1601	10	
100403082	3	82	6206	50	2230	1601	10	
100403083	3	83	6206	50	2230	1601	10	
100403084	3	84	6206	50	2230	1601	10	
100403085	3	85	6206	50	2230	1601	10	
100403086	3	86	6206	50	2230	1601	10	
100403087	3	87	6206	50	2230	1601	10	
100403088	3	88	6206	50	2230	1601	10	
100403089	3	89	6206	50	2230	1601	10	
100403090	3	90	6206	50	2230	1601	10	
100403091	3	91	6206	54	2230	1601	10	
100403092	3	92	6206	54	2230	1601	10	
100403093	3	93	6206	54	2230	1601	10	
100403094	3	94	6206	54	2230	1601	10	
100403095	3	95	6206	54	2230	1601	10	
100403096	3	96	6206	54	2230	1601	10	
100403097	3	97	6206	54	2230	1601	10	
100403098	3	98	6206	54	2230	1601	10	
100403099	3	99	6206	54	2230	1601	10	
100403100	3	100	6206	54	2230	1601	10	
100403101	3	101	6306	60	3480	1601	10	
100403102	3	102	6306	60	3480	1601	10	
100403103	3	103	6306	60	3480	1601	10	
100403104	3	104	6306	60	3480	1601	10	
100403105	3	105	6306	60	3480	1601	10	
100403106	3	106	6306	60	3480	1601	10	
100403107	3	107	6306	60	3480	1601	10	
100403108	3	108	6306	60	3480	1601	10	
100403109	3	109	6306	60	3480	1601	10	
100403110	3	110	6306	60	3480	1601	10	
100403111	3	111	6306	67	3480	1601	10	
100403112	3	112	6306	67	3480	1601	10	
100403113	3	113	6306	67	3480	1601	10	
100403114	3	114	6306	67	3480	1601	10	
100403115	3	115	6306	67	3480	1601	10	
100403116	3	116	6306	67	3480	1601	10	
100403117	3	117	6306	67	3480	1601	10	
100403118	3	118	6306	67	3480	1601	10	
100403119	3	119	6306	67	3480	1601	10	
100403120	3	120	6306	67	3480	1601	10	
100403121	3	121	6306	67	3480	1601	10	
100403122	3	122	6306	67	3480	1601	10	
100403123	3	123	6306	67	3480	1601	10	
100403124	3	124	6306	67	3480	1601	10	
100403125	3	125	6306	67	3480	1601	10	
100403126	3	126	6306	67	3480	1601	10	
100403127	3	127	6306	67	3480	1601	10	
100403128	3	128	6306	67	3480	1601	10	
100403129	3	129	6306	67	3480	1601	10	
100403130	3	130	6306	67	3480	1601	10	
100403131	3	131	6306	75	3480	1601	10	
100403132	3	132	6306	75	3480	1601	10	
100403133	3	133	6306	75	3480	1601	10	
100403134	3	134	6306	75	3480	1601	10	
100403135	3	135	6306	75	3480	1601	10	
100403136	3	136	6306	75	3480	1601	10	
100403137	3	137	6306	75	3480	1601	10	
100403138	3	138	6306	75	3480	1601	10	
100403139	3	139	6306	75	3480	1601	10	
100403140	3	140	6306	75	3480	1601	10	
100403141	3	141	6306	79	3480	1601	10	
100403142	3	142	6306	79	3480	1601	10	
100403143	3	143	6306	79	3480	1601	10	
100403144	3	144	6306	79	3480	1601	10	
100403145	3	145	6306	79	3480	1601	10	
100403146	3	146	6306	79	3480	1601	10	
100403147	3	147	6306	79	3480	1601	10	
100403148	3	148	6306	79	3480	1601	10	
100403149	3	149	6306	79	3480	1601	10	
100403150	3	150	6306	79	3480	1601	10	
100404001	4	1	6101	10	990	1603	10	
100404002	4	2	6101	10	990	1603	10	
100404003	4	3	6101	10	990	1603	10	
100404004	4	4	6101	10	990	1603	10	
100404005	4	5	6101	10	990	1603	10	
100404006	4	6	6101	12	990	1603	10	
100404007	4	7	6101	12	990	1603	10	
100404008	4	8	6101	12	990	1603	10	
100404009	4	9	6101	12	990	1603	10	
100404010	4	10	6101	12	990	1603	10	
100404011	4	11	6101	18	990	1603	10	
100404012	4	12	6101	18	990	1603	10	
100404013	4	13	6101	18	990	1603	10	
100404014	4	14	6101	18	990	1603	10	
100404015	4	15	6101	18	990	1603	10	
100404016	4	16	6101	18	990	1603	10	
100404017	4	17	6101	18	990	1603	10	
100404018	4	18	6101	18	990	1603	10	
100404019	4	19	6101	18	990	1603	10	
100404020	4	20	6101	18	990	1603	10	
100404021	4	21	6101	18	990	1603	10	
100404022	4	22	6101	18	990	1603	10	
100404023	4	23	6101	18	990	1603	10	
100404024	4	24	6101	18	990	1603	10	
100404025	4	25	6101	18	990	1603	10	
100404026	4	26	6101	18	990	1603	10	
100404027	4	27	6101	18	990	1603	10	
100404028	4	28	6101	18	990	1603	10	
100404029	4	29	6101	18	990	1603	10	
100404030	4	30	6101	18	990	1603	10	
100404031	4	31	6101	24	990	1603	10	
100404032	4	32	6101	24	990	1603	10	
100404033	4	33	6101	24	990	1603	10	
100404034	4	34	6101	24	990	1603	10	
100404035	4	35	6101	24	990	1603	10	
100404036	4	36	6101	24	990	1603	10	
100404037	4	37	6101	24	990	1603	10	
100404038	4	38	6101	24	990	1603	10	
100404039	4	39	6101	24	990	1603	10	
100404040	4	40	6101	24	990	1603	10	
100404041	4	41	6101	28	990	1603	10	
100404042	4	42	6101	28	990	1603	10	
100404043	4	43	6101	28	990	1603	10	
100404044	4	44	6101	28	990	1603	10	
100404045	4	45	6101	28	990	1603	10	
100404046	4	46	6101	28	990	1603	10	
100404047	4	47	6101	28	990	1603	10	
100404048	4	48	6101	28	990	1603	10	
100404049	4	49	6101	28	990	1603	10	
100404050	4	50	6101	28	990	1603	10	
100404051	4	51	6201	35	2230	1603	10	
100404052	4	52	6201	35	2230	1603	10	
100404053	4	53	6201	35	2230	1603	10	
100404054	4	54	6201	35	2230	1603	10	
100404055	4	55	6201	35	2230	1603	10	
100404056	4	56	6201	35	2230	1603	10	
100404057	4	57	6201	35	2230	1603	10	
100404058	4	58	6201	35	2230	1603	10	
100404059	4	59	6201	35	2230	1603	10	
100404060	4	60	6201	35	2230	1603	10	
100404061	4	61	6201	42	2230	1603	10	
100404062	4	62	6201	42	2230	1603	10	
100404063	4	63	6201	42	2230	1603	10	
100404064	4	64	6201	42	2230	1603	10	
100404065	4	65	6201	42	2230	1603	10	
100404066	4	66	6201	42	2230	1603	10	
100404067	4	67	6201	42	2230	1603	10	
100404068	4	68	6201	42	2230	1603	10	
100404069	4	69	6201	42	2230	1603	10	
100404070	4	70	6201	42	2230	1603	10	
100404071	4	71	6201	42	2230	1603	10	
100404072	4	72	6201	42	2230	1603	10	
100404073	4	73	6201	42	2230	1603	10	
100404074	4	74	6201	42	2230	1603	10	
100404075	4	75	6201	42	2230	1603	10	
100404076	4	76	6201	42	2230	1603	10	
100404077	4	77	6201	42	2230	1603	10	
100404078	4	78	6201	42	2230	1603	10	
100404079	4	79	6201	42	2230	1603	10	
100404080	4	80	6201	42	2230	1603	10	
100404081	4	81	6201	50	2230	1603	10	
100404082	4	82	6201	50	2230	1603	10	
100404083	4	83	6201	50	2230	1603	10	
100404084	4	84	6201	50	2230	1603	10	
100404085	4	85	6201	50	2230	1603	10	
100404086	4	86	6201	50	2230	1603	10	
100404087	4	87	6201	50	2230	1603	10	
100404088	4	88	6201	50	2230	1603	10	
100404089	4	89	6201	50	2230	1603	10	
100404090	4	90	6201	50	2230	1603	10	
100404091	4	91	6201	54	2230	1603	10	
100404092	4	92	6201	54	2230	1603	10	
100404093	4	93	6201	54	2230	1603	10	
100404094	4	94	6201	54	2230	1603	10	
100404095	4	95	6201	54	2230	1603	10	
100404096	4	96	6201	54	2230	1603	10	
100404097	4	97	6201	54	2230	1603	10	
100404098	4	98	6201	54	2230	1603	10	
100404099	4	99	6201	54	2230	1603	10	
100404100	4	100	6201	54	2230	1603	10	
100404101	4	101	6301	60	3480	1603	10	
100404102	4	102	6301	60	3480	1603	10	
100404103	4	103	6301	60	3480	1603	10	
100404104	4	104	6301	60	3480	1603	10	
100404105	4	105	6301	60	3480	1603	10	
100404106	4	106	6301	60	3480	1603	10	
100404107	4	107	6301	60	3480	1603	10	
100404108	4	108	6301	60	3480	1603	10	
100404109	4	109	6301	60	3480	1603	10	
100404110	4	110	6301	60	3480	1603	10	
100404111	4	111	6301	67	3480	1603	10	
100404112	4	112	6301	67	3480	1603	10	
